index,code_change,review,relevance,informativeness,correctness
66,"@@ -142,7 +142,7 @@ void PairLubricate::compute(int eflag, int vflag)
     Ef[2][2] = h_rate[2]/domain->zprd;
     Ef[0][1] = Ef[1][0] = 0.5 * h_rate[5]/domain->yprd;
     Ef[0][2] = Ef[2][0] = 0.5 * h_rate[4]/domain->zprd;
-    Ef[1][2] = Ef[2][1] = 0.5 * h_rate[3]/domain->zprd;
+    Ef[1][2] = Ef[2][1] = 0.5 * h_rate[3]/domain->xprd;
 
     // copy updated velocity/omega/angmom to the ghost particles
     // no need to do this if not shearing since comm->ghost_velocity is set",Why do we need this?,,,
697,"@@ -14,5 +14,13 @@ feature ""User without a subscription views sample video"" do
     expect(current_path).to eq(video_path(video))
     expect(page).to have_css(""h1"", text: video.name)
     expect(page).not_to have_css("".locked-message"")
+    expect_authed_to_access_event_fired_for(video)
+  end
+
+  def expect_authed_to_access_event_fired_for(video)
+    expect(analytics).to have_tracked(""Authed to Access"").with_properties(
+      video_name: video.name,
+      watchable_name: video.watchable_name,
+    )
   end
 end",This is a bit confusing to me.,,,
7165,"@@ -929,3 +929,17 @@ void wlr_surface_send_leave(struct wlr_surface *surface,
 		}
 	}
 }
+
+static inline int64_t timespec_to_msec(const struct timespec *a) {
+	return (int64_t)a->tv_sec * 1000 + a->tv_nsec / 1000000;
+}
+
+void wlr_surface_send_frame_done(struct wlr_surface *surface,
+		const struct timespec *when) {
+	struct wlr_frame_callback *cb, *cnext;
+	wl_list_for_each_safe(cb, cnext, &surface->current->frame_callback_list,
+			link) {
+		wl_callback_send_done(cb->resource, timespec_to_msec(when));
+		wl_resource_destroy(cb->resource);
+	}
+}",Why was this removed?,,,
7091,"@@ -139,6 +139,8 @@ static const char* generate_multi_dot_name(ast_t* ast, ast_t** def_found) {
 
     default:
     {
+      if (def == NULL)
+        return stringtab("""");
       pony_assert(0);
     }
   }",shall we do whitelist instead?,,,
5088,"@@ -1,10 +1,12 @@
+from __future__ import unicode_literals
+
 import numpy as np
 import param
 
 from ..core import (HoloMap, DynamicMap, CompositeOverlay, Layout,
                     GridSpace, NdLayout, Store)
 from ..core.util import (match_spec, is_number, wrap_tuple,
-                         get_overlay_spec, unique_iterator)
+                         get_overlay_spec, unique_iterator, safe_unicode)
 
 
 def displayable(obj):",This is not a breaking change.,,,
675,"@@ -106,7 +106,10 @@ def dummy_cert(privkey, cacert, commonname, sans, organization):
     cert.gmtime_adj_notBefore(-3600 * 48)
     cert.gmtime_adj_notAfter(DEFAULT_EXP_DUMMY_CERT)
     cert.set_issuer(cacert.get_subject())
-    if commonname is not None and len(commonname) < 64:
+    is_valid_commonname = (
+        commonname is not None and len(commonname) < 64
+    )
+    if is_valid_commonname:
         cert.get_subject().CN = commonname
     if organization is not None:
         cert.get_subject().O = organization","This is a bit of a red flag. It seems like the code is trying to handle both a non-repeated and a repeated field, which is not a good practice. It would be better to handle these cases separately.",,,
1908,"@@ -62,6 +62,9 @@ class kubernetes(luigi.Config):
     kubernetes_namespace = luigi.OptionalParameter(
         default=None,
         description=""K8s namespace in which the job will run"")
+    max_retrials_to_get_pods = luigi.IntParameter(
+        default=0,
+        description=""Max retrials to get pods' informations"")
 
 
 class KubernetesJobTask(luigi.Task):","This is a good addition to the interface, but it's not clear what the return type should be. It's not clear what the transports are, or what the purpose of this method is. It's also not clear what the Dispatcher is, or how it's used.

It's also not clear what the purpose of this method is. It's not clear what the return type should be. It's not clear what the transports are, or what the purpose of this method is. It's also not clear what the Dispatcher is, or how it's used.",,,
6046,"@@ -6,6 +6,17 @@
 
 C015_queue_element::C015_queue_element() {}
 
+C015_queue_element::C015_queue_element(C015_queue_element&& other)
+  : idx(other.idx), _timestamp(other._timestamp), TaskIndex(other.TaskIndex)
+  , controller_idx(other.controller_idx), valuesSent(other.valuesSent)
+  , valueCount(other.valueCount)
+{
+  for (byte i = 0; i < VARS_PER_TASK; ++i) {
+    txt[i]  = std::move(other.txt[i]);
+    vPin[i] = other.vPin[i];
+  }
+}
+
 C015_queue_element::C015_queue_element(const struct EventStruct *event, byte value_count) :
   idx(event->idx),
   TaskIndex(event->TaskIndex),","I think we should remove the `err` here, but I think it's better to have a `NewError` here.",,,
8825,"@@ -39,6 +39,16 @@ describe CommunicartMailer do
       mail.from.should == ['reply@communicart-stub.com']
     end
 
+   it 'renders the navigator template' do
+      cart.setProp('origin','navigator')
+      cart.stub(:approval_group).and_return(approval_group)
+      approval_group.stub(:approvers).and_return([approver])
+      approver.stub(:approver_comment).and_return([])
+# This is very fragile, it is based on a particular term coming from the navigator teplate.
+# If the template changes, this test will break --- I know of no other way of tesitng this.
+      expect(mail.body.encoded).to match('NAVIGATOR')
+    end
+
     context 'attaching a csv of the cart activity' do
       it 'generates csv attachments for an approved cart' do
         cart.stub(:approval_group).and_return(approval_group)",I don't think this should be a classmethod.,,,
697,"@@ -14,5 +14,13 @@ feature ""User without a subscription views sample video"" do
     expect(current_path).to eq(video_path(video))
     expect(page).to have_css(""h1"", text: video.name)
     expect(page).not_to have_css("".locked-message"")
+    expect_authed_to_access_event_fired_for(video)
+  end
+
+  def expect_authed_to_access_event_fired_for(video)
+    expect(analytics).to have_tracked(""Authed to Access"").with_properties(
+      video_name: video.name,
+      watchable_name: video.watchable_name,
+    )
   end
 end",Why add this flag in 4.x?,,,
4674,"@@ -4199,7 +4199,15 @@ void EntityList::QuestJournalledSayClose(Mob *sender, float dist, const char *mo
 	buf.WriteInt32(0); // location, client doesn't seem to do anything with this
 	buf.WriteInt32(0);
 	buf.WriteInt32(0);
-	buf.WriteString(message);
+
+	// auto inject saylinks (say)
+	if (RuleB(Chat, AutoInjectSaylinksToSay)) {
+		std::string new_message = EQ::SayLinkEngine::InjectSaylinksIfNotExist(message);
+		buf.WriteString(new_message.c_str());
+	}
+	else {
+		buf.WriteString(message);
+	}
 
 	auto outapp = new EQApplicationPacket(OP_SpecialMesg, buf);
 ",I think this should be `CDATA` instead of `CDATA`,,,
4707,"@@ -144,14 +144,14 @@ void test3() {
     ExplicitBitVect bv(2048);
     AvalonTools::getAvalonFP(""c1cocc1"", true, bv, 2048, false, true, 0x006FFF);
     BOOST_LOG(rdInfoLog) << ""c1cocc1 "" << bv.getNumOnBits() << std::endl;
-    TEST_ASSERT(bv.getNumOnBits() == 53);
+    TEST_ASSERT(bv.getNumOnBits() == 48);
   }
   {
     ExplicitBitVect bv(2048);
     AvalonTools::getAvalonFP(""C1=COC=C1"", true, bv, 2048, false, true,
                              0x006FFF);
     BOOST_LOG(rdInfoLog) << ""C1=COC=C1 "" << bv.getNumOnBits() << std::endl;
-    TEST_ASSERT(bv.getNumOnBits() == 53);
+    TEST_ASSERT(bv.getNumOnBits() == 48);
   }
 
   BOOST_LOG(rdInfoLog) << ""done"" << std::endl;",I think this should be `if (...)` instead of `.to_s`,,,
5159,"@@ -21,6 +21,7 @@ import (
 	""errors""
 	""testing""
 
+	""github.com/asaskevich/EventBus""
 	""github.com/stretchr/testify/assert""
 
 	""github.com/mysteriumnetwork/node/identity""",The return nil is not necessary here. The function will return the error from the f(s.first) call.,,,
1908,"@@ -62,6 +62,9 @@ class kubernetes(luigi.Config):
     kubernetes_namespace = luigi.OptionalParameter(
         default=None,
         description=""K8s namespace in which the job will run"")
+    max_retrials_to_get_pods = luigi.IntParameter(
+        default=0,
+        description=""Max retrials to get pods' informations"")
 
 
 class KubernetesJobTask(luigi.Task):",I think we should remove this.,,,
8327,"@@ -100,6 +100,13 @@ class CppGenerator : public BaseGenerator {
 
     assert(!cur_name_space_);
 
+    code_ += ""#if defined(_MSC_VER)"";
+    code_ += ""#define NOEXCEPT"";
+    code_ += ""#else"";
+    code_ += ""#define NOEXCEPT noexcept"";
+    code_ += ""#endif"";
+    code_ += """";
+
     // Generate forward declarations for all structs/tables, since they may
     // have circular references.
     for (auto it = parser_.structs_.vec.begin();",GNU style - please make consistent with the rest of the code.,,,
5358,"@@ -95,6 +95,10 @@ func (a *FakeWebAPI) RegisterPiped(ctx context.Context, req *webservice.Register
 	}, nil
 }
 
+func (a *FakeWebAPI) EnablePiped(ctx context.Context, req *webservice.EnablePipedRequest) (*webservice.EnablePipedResponse, error) {
+	return nil, status.Error(codes.Unimplemented, """")
+}
+
 func (a *FakeWebAPI) DisablePiped(ctx context.Context, req *webservice.DisablePipedRequest) (*webservice.DisablePipedResponse, error) {
 	return nil, status.Error(codes.Unimplemented, """")
 }",`unset($this->plugins[$this->normalizeIdentifier($id)]);`,,,
2725,"@@ -18,8 +18,8 @@ using System;
 using System.Diagnostics;
 using System.Security;
 using OpenTelemetry.Exporter.OpenTelemetryProtocol.Implementation;
-using OpenTelemetry.Trace;
 using OpenTelemetry.Metrics;
+using OpenTelemetry.Trace;
 
 namespace OpenTelemetry.Exporter
 {","This is a breaking change, I think we should remove the `@Json` annotation.",,,
937,"@@ -0,0 +1,17 @@
+#include <iostream>
+#include <conio.h>
+using namespace std;
+
+int main()
+{	
+	int year;
+	cout<<""Enter year to check\n"";
+	cin>>year;
+	if((year%4==0 && year%100!=0) || year%400==0){
+		cout<<""leap year.\n"";
+	}
+	else{
+		cout<<"" Not leap year.\n"";
+	}
+	return 0;
+}",Why do we need to skip this if `Puppet::Pops::Types::PSensitiveType::Sensitive` isn't defined?,,,
1099,"@@ -25,9 +25,10 @@ ExecutionEngine::~ExecutionEngine() {
 
 Status ExecutionEngine::init(std::shared_ptr<folly::IOThreadPoolExecutor> ioExecutor) {
     auto addrs = network::NetworkUtils::toHosts(FLAGS_meta_server_addrs);
-    if (!addrs.ok()) {
+    if (!addrs.ok() || addrs.value().empty()) {
         return addrs.status();
     }
+
     metaClient_ = std::make_unique<meta::MetaClient>(ioExecutor, std::move(addrs.value()));
     metaClient_->init();
 ",rubygems should not be required here. rubygems is required by default in MarkUs.,,,
3769,"@@ -73,6 +73,7 @@ var MainnetDefinition = NetworkDefinition{
 		ChainID:            1,
 		MystAddress:        ""0x4Cf89ca06ad997bC732Dc876ed2A7F26a9E7f361"",
 		EtherClientRPC: []string{
+			""https://ethereum1.mysterium.network/"",
 			""https://main-light.eth.linkpool.io/"",
 		},
 	},",Shouldn't this be `any`?,,,
2950,"@@ -265,7 +265,7 @@ func (p *Builder) writeProgramHeader() {
 	p.b.LoadMapFD(R1, uint32(p.stateMapFD)) // R1 = 0 (64-bit immediate)
 	p.b.Call(HelperMapLookupElem)           // Call helper
 	// Check return value for NULL.
-	p.b.JumpEqImm64(R0, 0, ""deny"")
+	p.b.JumpEqImm64(R0, 0, ""exit"")
 	// Save state pointer in R9.
 	p.b.Mov64(R9, R0)
 	p.b.LabelNextInsn(""policy"")",I think we should have a separate PR for this.,,,
9381,"@@ -24,4 +24,7 @@ final class ChromeDriverCommand {
   private ChromeDriverCommand() {}
 
   static final String LAUNCH_APP = ""launchApp"";
+  static final String SEND_COMMANDS_FOR_DOWNLOAD_CHROME_HEAD_LESS
+      = ""sendCommandForDownloadChromeHeadLess"";
+
 }",Can you say a bit more why `perl` was removed as a dependency?,,,
8882,"@@ -19,7 +19,6 @@ namespace Nethermind.Mev.Test
 {
     public enum SelectorType
     {
-        V1,
         V2,
     }
 }",Remove selector if only 1 version is supported,,,
3575,"@@ -22,6 +22,7 @@ from libcodechecker.logger import add_verbose_arguments
 from libcodechecker.logger import LoggerFactory
 
 LOG = LoggerFactory.get_new_logger('ANALYZE')
+CTU_FUNC_MAP_CMD = 'clang-func-mapping'
 
 
 class OrderedCheckersAction(argparse.Action):","This default variable should be moved into a config variable, created by `package_context`, and read from `config\package_layout.json`.",,,
6046,"@@ -6,6 +6,17 @@
 
 C015_queue_element::C015_queue_element() {}
 
+C015_queue_element::C015_queue_element(C015_queue_element&& other)
+  : idx(other.idx), _timestamp(other._timestamp), TaskIndex(other.TaskIndex)
+  , controller_idx(other.controller_idx), valuesSent(other.valuesSent)
+  , valueCount(other.valueCount)
+{
+  for (byte i = 0; i < VARS_PER_TASK; ++i) {
+    txt[i]  = std::move(other.txt[i]);
+    vPin[i] = other.vPin[i];
+  }
+}
+
 C015_queue_element::C015_queue_element(const struct EventStruct *event, byte value_count) :
   idx(event->idx),
   TaskIndex(event->TaskIndex),","This is a good place to use logging instead of returning an error response. It's a bit more verbose but it's more flexible in the long run.

Also, you can remove the errResponseJSON and err variables as they're not being used.
Lastly, you can remove the utils.RequestTypeContainerMetadata as it's not being used.",,,
8779,"@@ -626,6 +626,8 @@ class OptionsManagerMixIn(object):
             config_file = self.config_file
         if config_file is not None:
             config_file = os.path.expanduser(config_file)
+            if not os.path.exists(config_file):
+                raise IOError(""The config file {:s} doesn't exist!"".format(config_file))
 
         use_config_file = config_file and os.path.exists(config_file)
         if use_config_file:",You don't need af ormat specified here.,,,
697,"@@ -14,5 +14,13 @@ feature ""User without a subscription views sample video"" do
     expect(current_path).to eq(video_path(video))
     expect(page).to have_css(""h1"", text: video.name)
     expect(page).not_to have_css("".locked-message"")
+    expect_authed_to_access_event_fired_for(video)
+  end
+
+  def expect_authed_to_access_event_fired_for(video)
+    expect(analytics).to have_tracked(""Authed to Access"").with_properties(
+      video_name: video.name,
+      watchable_name: video.watchable_name,
+    )
   end
 end",Put a comma after the last parameter of a multiline method call.,,,
6554,"@@ -62,6 +62,12 @@ static void setup_globals(mrb_state *mrb)
 
     h2o_mruby_eval_expr(mrb, ""$LOAD_PATH << \""#{$H2O_ROOT}/share/h2o/mruby\"""");
     h2o_mruby_assert(mrb);
+
+    /* require and include built-in libraries */
+    h2o_mruby_eval_expr(mrb, ""require \""h2o.rb\""\n""
+                             ""require \""acl.rb\""\n""
+                             ""include H2O::ACL\n"");
+    h2o_mruby_assert(mrb);
 }
 
 mrb_value h2o_mruby_to_str(mrb_state *mrb, mrb_value v)",Just one more thing... How about doing all of the following? 1. renaming h2o.rb to bootstrap.rb 2. require and include the acl code _from_ bootstrap.rb,,,
1220,"@@ -0,0 +1,19 @@
+// Licensed to the .NET Foundation under one or more agreements.
+// The .NET Foundation licenses this file to you under the MIT license.
+// See the LICENSE file in the project root for more information.
+
+using BenchmarkDotNet.Attributes;
+using MicroBenchmarks;
+
+namespace System.Net.Tests
+{
+    [BenchmarkCategory(Categories.CoreFX)]
+    public class DnsTests
+    {
+        [Benchmark]
+        public IPHostEntry GetHostEntry() => Dns.GetHostEntry(""34.206.253.53"");
+
+        [Benchmark]
+        public string GetHostName() => Dns.GetHostName();
+    }
+}",let's keep the scope activation,,,
8752,"@@ -66,7 +66,7 @@ public final class RegistryUtils {
     serviceRegistry.run();
   }
 
-  public static void destory() {
+  public static void destroy() {
     serviceRegistry.destroy();
   }
 ","This method should return an IDisposable to allow the caller to control when the OpenTelemetry service is shut down. This is important for any resources that the service might be using, such as threads or file handles.

The method currently does not return anything, which means the caller cannot control when the OpenTelemetry service is shut down. This could lead to resource leaks or other issues if the caller forgets to dispose of the returned object.
The method should be changed to return an IDisposable, and the OpenTelemetry service should be started in a separate thread or in a separate process, depending on the specific requirements of the application.",,,
9381,"@@ -24,4 +24,7 @@ final class ChromeDriverCommand {
   private ChromeDriverCommand() {}
 
   static final String LAUNCH_APP = ""launchApp"";
+  static final String SEND_COMMANDS_FOR_DOWNLOAD_CHROME_HEAD_LESS
+      = ""sendCommandForDownloadChromeHeadLess"";
+
 }",Why is this change needed?,,,
2312,"@@ -67,6 +67,16 @@ func (h TlfHandle) IsReader(user keybase1.UID) bool {
 	return ok
 }
 
+// ResolvedReadersMap returns a map of resolved readers from uid to usernames.
+func (h TlfHandle) ResolvedReadersMap() map[keybase1.UID]libkb.NormalizedUsername {
+	return h.resolvedReaders
+}
+
+// ResolvedWritersMap returns a map of resolved writers from uid to usernames.
+func (h TlfHandle) ResolvedWritersMap() map[keybase1.UID]libkb.NormalizedUsername {
+	return h.resolvedWriters
+}
+
 func (h TlfHandle) unsortedResolvedWriters() []keybase1.UID {
 	if len(h.resolvedWriters) == 0 {
 		return nil","This migration is no-op, but it forces the migration mechanism to apply it and thus write the DB schema version info. It's not a good practice to have no-op migrations.

The migration mechanism should be used to apply changes to the database schema, not to write the schema version info. The schema version info should be written by the code that creates the database, not by the migrations.",,,
1589,"@@ -46,7 +46,9 @@ public class HTMLTestResults {
   private final HTMLSuiteResult suite;
 
   private static final String HEADER = ""<html>\n"" +
-      ""<head><style type='text/css'>\n"" +
+      ""<head>\n""+
+      ""<meta charset=\""UTF-8\"">\n""+
+      ""<style type='text/css'>\n"" +
       ""body, table {\n"" +
       ""    font-family: Verdana, Arial, sans-serif;\n"" +
       ""    font-size: 12;\n"" +","This is a bit confusing, but I think we should remove the `if` statement here.",,,
8455,"@@ -20,5 +20,12 @@ namespace Microsoft.CodeAnalysis.Sarif.SarifValidator
             HelpText = ""Path of the SARIF file to validate"",
             Required = true)]
         public string InstanceFilePath { get; set; }
+
+        [Option(
+            'l',
+            ""log-file-path"",
+            HelpText = ""Path to SARIF log file containing the results of the validation"",
+            Default = ""sarif.log"")]
+        public string LogFilePath { get; set; }
     }
 }","This is a try-catch block, so you should catch the error and handle it appropriately.",,,
675,"@@ -106,7 +106,10 @@ def dummy_cert(privkey, cacert, commonname, sans, organization):
     cert.gmtime_adj_notBefore(-3600 * 48)
     cert.gmtime_adj_notAfter(DEFAULT_EXP_DUMMY_CERT)
     cert.set_issuer(cacert.get_subject())
-    if commonname is not None and len(commonname) < 64:
+    is_valid_commonname = (
+        commonname is not None and len(commonname) < 64
+    )
+    if is_valid_commonname:
         cert.get_subject().CN = commonname
     if organization is not None:
         cert.get_subject().O = organization","The terraformer images are relatively large (200+ MBs). Just to be on the safe side, should we use a bit higher timeout, for example 5 minutes?",,,
3385,"@@ -27,7 +27,9 @@ using System.Threading.Tasks;
 using JetBrains.Annotations;
 using pwiz.Common.Collections;
 using pwiz.Common.SystemUtil;
-using pwiz.Skyline.Util;
+using pwiz.Skyline.Util;
+
+
 // ReSharper disable InconsistentlySynchronizedField
 
 namespace pwiz.Skyline.Controls.Graphs",The extra two empty lines seem unnecessary. Please review your diffs more carefully.,,,
8825,"@@ -39,6 +39,16 @@ describe CommunicartMailer do
       mail.from.should == ['reply@communicart-stub.com']
     end
 
+   it 'renders the navigator template' do
+      cart.setProp('origin','navigator')
+      cart.stub(:approval_group).and_return(approval_group)
+      approval_group.stub(:approvers).and_return([approver])
+      approver.stub(:approver_comment).and_return([])
+# This is very fragile, it is based on a particular term coming from the navigator teplate.
+# If the template changes, this test will break --- I know of no other way of tesitng this.
+      expect(mail.body.encoded).to match('NAVIGATOR')
+    end
+
     context 'attaching a csv of the cart activity' do
       it 'generates csv attachments for an approved cart' do
         cart.stub(:approval_group).and_return(approval_group)",We can try something like this: response.should render_template(:partial => 'partial_name'),,,
7858,"@@ -235,11 +235,16 @@ echo ""echo '{export_forseti_vars}' >> /etc/profile.d/forseti_environment.sh"" | s
 gsutil cp gs://{scanner_bucket}/configs/forseti_conf_server.yaml {forseti_server_conf}
 gsutil cp -r gs://{scanner_bucket}/rules {forseti_home}/
 
+# Download the Newest Config Validator constraints from GCS
+rm -rf /home/ubuntu/config_validator_constraints
+gsutil cp -r gs://{scanner_bucket}/config_validator_constraints /home/ubuntu/
+
 # Start Forseti service depends on vars defined above.
 bash ./install/gcp/scripts/initialize_forseti_services.sh
 
 echo ""Starting services.""
 systemctl start cloudsqlproxy
+systemctl start config-validator
 sleep 5
 
 echo ""Attempting to update database schema, if necessary.""","This method is not used anywhere in the codebase. It's a good idea to remove it.

The method `GetUriTagValueFromRequestUri` is a bit confusing. It's not clear what it does. It seems to be concatenating the scheme, authority, path, query, and fragment of a URI into a single string. It's not clear why this is necessary or what it's intended to be used for. It might be better to rename this method to something more descriptive.",,,
363,"@@ -1,5 +1,7 @@
 <?php namespace System\Controllers;
 
+use Config;
+use Request;
 use Lang;
 use Flash;
 use Backend;","This is a bit unclear. Is this a typo or is it a different function? If it's a different function, please specify which one.

The function name ""SimulateExecution"" is not clear. It seems to be a function that simulates the execution of a contract, but it's not clear what it does exactly. It's also not clear what the difference is between this function and the ""ExecuteContractRead"" function.
If it's a typo, please correct it.",,,
1092,"@@ -47,9 +47,10 @@ class DateRange implements FilterEncoder, FacetBuilder
      * Parses the given date range from a GET parameter and returns a Solr
      * date range filter.
      *
-     * @param string $rangeFilter The range filter query string from the query URL
+     * @param string $dateRange
      * @param array $configuration Facet configuration
      * @return string Lucene query language filter to be used for querying Solr
+     * @internal param string $rangeFilter The range filter query string from the query URL
      */
     public function decodeFilter($dateRange, array $configuration = array())
     {",I think we should remove this.,,,
5967,"@@ -204,5 +204,4 @@ function server (inputCompanionOptions = {}) {
   return { app, companionOptions }
 }
 
-const { app, companionOptions } = server()
-module.exports = { app, companionOptions, server }
+module.exports = { server }",Maybe change it to `module.exports = server` ? Becase there's nothing else to export here,,,
5037,"@@ -88,7 +88,17 @@ func removeYields(plan *PlanSpec) (*PlanSpec, error) {
 			}
 
 			newRoot := root.Predecessors()[0]
-			newRoot.RemoveSuccessor(root)
+			newSucc := make([]PlanNode, 0, len(newRoot.Successors()))
+
+			for _, succ := range newRoot.Successors() {
+				newSucc = append(newSucc, succ)
+				if succ == root {
+					continue
+				}
+			}
+
+			newRoot.ClearSuccessors()
+			newRoot.AddSuccessors(newSucc...)
 			plan.Replace(root, newRoot)
 			plan.Results[name] = newRoot
 			continue",I think we should keep this as well.,,,
305,"@@ -94,7 +94,7 @@ public abstract class Analyzer implements Closeable {
    * Create a new Analyzer, reusing the same set of components per-thread
    * across calls to {@link #tokenStream(String, Reader)}. 
    */
-  public Analyzer() {
+  protected Analyzer() {
     this(GLOBAL_REUSE_STRATEGY);
   }
 ",I thought we had abandoned updating this because it doesn't handle the branches model well. Am I mistaken? Or was it auto-updated by a script or something?,,,
4238,"@@ -43,6 +43,7 @@
 #endif
 
 /* List of instrumentation functions. */
+#ifdef X86
 #define FUNCTIONS() \
         FUNCTION(empty) \
         FUNCTION(empty_1arg) \",I would save this into a variable and use it in the construction of `args` and in the `assert`. It may also make more sense to move the `assert` above the `args` declaration. Normally we assert as close as possible to the place where something could've failed.,,,
3752,"@@ -70,6 +70,9 @@ import org.apache.solr.core.CoreContainer;
 import org.apache.solr.handler.admin.CollectionsHandler;
 import org.apache.solr.handler.component.HttpShardHandler;
 import org.apache.solr.logging.MDCLoggingContext;
+import org.apache.solr.store.blob.process.BlobDeleteManager;
+import org.apache.solr.store.blob.process.BlobDeleteProcessor;
+import org.apache.solr.store.shared.SharedStoreManager;
 import org.apache.solr.store.shared.metadata.SharedShardMetadataController;
 import org.apache.solr.update.UpdateShardHandler;
 import org.apache.zookeeper.CreateMode;",`Substitute` is unused (from `deadcode`),,,
6985,"@@ -11,7 +11,7 @@ use Shopsys\FrameworkBundle\Component\Router\Security\RouteCsrfProtector;
 use Symfony\Component\HttpFoundation\Request;
 use Symfony\Component\HttpFoundation\RequestStack;
 use Symfony\Component\Routing\Router;
-use Twig_Environment;
+use Twig\Environment;
 
 class GridTest extends TestCase
 {",Not sure about this one! :D,,,
9410,"@@ -25,8 +25,8 @@ func NewConfig(options *compileopts.Options) (*compileopts.Config, error) {
 	if err != nil {
 		return nil, fmt.Errorf(""could not read version from GOROOT (%v): %v"", goroot, err)
 	}
-	if major != 1 || minor < 11 || minor > 14 {
-		return nil, fmt.Errorf(""requires go version 1.11, 1.12, 1.13, or 1.14, got go%d.%d"", major, minor)
+	if major != 1 || minor < 11 || minor > 15 {
+		return nil, fmt.Errorf(""requires go version 1.11, 1.12, 1.13, 1.14, or 1.15, got go%d.%d"", major, minor)
 	}
 	clangHeaderPath := getClangHeaderPath(goenv.Get(""TINYGOROOT""))
 	return &compileopts.Config{","Sorry I mispoke. I think this should be an instance method, so that it's `current.without`",,,
3575,"@@ -22,6 +22,7 @@ from libcodechecker.logger import add_verbose_arguments
 from libcodechecker.logger import LoggerFactory
 
 LOG = LoggerFactory.get_new_logger('ANALYZE')
+CTU_FUNC_MAP_CMD = 'clang-func-mapping'
 
 
 class OrderedCheckersAction(argparse.Action):",I think we should be able to remove this line.,,,
5529,"@@ -1,7 +1,7 @@
 # -*- coding: UTF-8 -*-
 #core.py
 #A part of NonVisual Desktop Access (NVDA)
-#Copyright (C) 2006-2016 NV Access Limited, Aleksey Sadovoy, Christopher Toth, Joseph Lee, Peter Vágner
+#Copyright (C) 2006-2016 NV Access Limited, Aleksey Sadovoy, Christopher Toth, Joseph Lee, Peter Vágner, Derek Riemer
 #This file is covered by the GNU General Public License.
 #See the file COPYING for more details.
 ",I think this should be `if (...)`,,,
9794,"@@ -3719,9 +3719,11 @@ dr_create_client_thread(void (*func)(void *param), void *arg)
 #        endif
     LOG(THREAD, LOG_ALL, 1, ""dr_create_client_thread xsp="" PFX "" dstack="" PFX ""\n"", xsp,
         get_clone_record_dstack(crec));
+    os_clone_pre(dcontext);
     thread_id_t newpid =
         dynamorio_clone(flags, xsp, NULL, IF_X86_ELSE(IF_X64_ELSE(NULL, &desc), NULL),
                         NULL, client_thread_run);
+    os_clone_post(dcontext);
     /* i#501 switch to app's tls before creating client thread */
     if (IF_CLIENT_INTERFACE_ELSE(INTERNAL_OPTION(private_loader), false))
         os_switch_lib_tls(dcontext, false /*to dr*/);",I think we should add a `@since` to make it more readable.,,,
5037,"@@ -88,7 +88,17 @@ func removeYields(plan *PlanSpec) (*PlanSpec, error) {
 			}
 
 			newRoot := root.Predecessors()[0]
-			newRoot.RemoveSuccessor(root)
+			newSucc := make([]PlanNode, 0, len(newRoot.Successors()))
+
+			for _, succ := range newRoot.Successors() {
+				newSucc = append(newSucc, succ)
+				if succ == root {
+					continue
+				}
+			}
+
+			newRoot.ClearSuccessors()
+			newRoot.AddSuccessors(newSucc...)
 			plan.Replace(root, newRoot)
 			plan.Results[name] = newRoot
 			continue","I don't remember exactly why and it's such a headache, but there was a reason why this condition was so complicated, so really not sure about this simplification.",,,
7570,"@@ -35,8 +35,13 @@ namespace OpenTelemetry.Instrumentation.AspNet
         });
 
         /// <summary>
-        /// Gets or sets a hook to exclude calls based on domain or other per-request criterion.
+        /// Gets or sets a Filter function to filter instrumentation for requests on a per request basis.
+        /// The functions gets the HttpContext, and should return a boolean.
+        /// If functions returns true, the request is collected.
+        /// If functions returns false, the request is filtered out.
+        /// If filter throws exception, then this is considered as no filter being configured.
+        /// and requested is collected.
         /// </summary>
-        internal Predicate<HttpContext> RequestFilter { get; set; }
+        public Func<HttpContext, bool> Filter { get; set; }
     }
 }",This line doesn't seem to be right?,,,
5294,"@@ -21,6 +21,7 @@ class PerformanceTestSamplesAggregator
             $maxQueryCount = 0;
             $isSuccessful = true;
             $worstStatusCode = null;
+            $performanceTestSample = null;
 
             foreach ($performanceTestSamplesOfUrl as $performanceTestSample) {
                 /* @var $performanceTestSample \Tests\ShopBundle\Performance\Page\PerformanceTestSample */","wow :+1: , i do not even know how this test works.",,,
363,"@@ -1,5 +1,7 @@
 <?php namespace System\Controllers;
 
+use Config;
+use Request;
 use Lang;
 use Flash;
 use Backend;",I think we should be able to remove the `error` field to `false`,,,
6458,"@@ -160,8 +160,8 @@ define(['playbackManager', 'nowPlayingHelper', 'events', 'connectionManager'], f
 
         if (navigator.mediaSession) {
             navigator.mediaSession.metadata = new MediaMetadata({
-                title: title,
-                artist: artist,
+                title: artist,
+                artist: title,
                 album: album,
                 artwork: getImageUrls(item),
                 albumArtist: albumArtist,",Style/StringLiterals: Prefer single-quoted strings when you don't need string interpolation or special symbols.,,,
