id,index,diff,claim_no,claim,type,review,system,Con (P),Comp (R),Rel (F),old_file,new_file
16343.0,8678.0,"@@ -35,3 +35,6 @@ def testCanClickOnALinkThatOverflowsAndFollowIt(driver):
 def testClickingALinkMadeUpOfNumbersIsHandledCorrectly(driver):
     driver.find_element(By.LINK_TEXT, ""333333"").click()
     WebDriverWait(driver, 3).until(EC.title_is(""XHTML Test Page""))
+
+def testCannotClickDisabledButton(driver):
+    WebDriverWait(driver, 3).until(EC.element_to_be_unclickable(By.ID, ""disabled-button""))",1,,,"I believe it's misleading name for the condition. I prefer ""element_to_be_disable"" We can have a condition, when element is enabled but we can't click it, because another element overlays above it. So, If we use ""unclickable"" we might mislead people, who use that condition to verify if element can be clicked",msg,,,,test8678_old.java,test8678_new.java
,,,2,,,This test seems to be missing a comment explaining what it does. Consider adding a comment to explain what the test is checking for.,deepseekcoder_pred,,,,,
,,,3,,,"I think it would be better to use `driver.find_element(By.ID, ""disabled-button"")`",codereviewer_pred,,,,,
,,,4,,,You can remove these now given we have an explicit check earlier in the test,stable_code_pred,,,,,
,,,5,,,"This test is not checking anything, it's just waiting for the element to be unclickable. It's not checking if the button is disabled. You should add an assertion to check if the button is disabled.",magicoder_pred,,,,,
16053.0,996.0,"@@ -46,11 +46,6 @@ public interface AntlrNode extends Node {
         throw new UnsupportedOperationException(""Out of scope for antlr current implementations"");
     }
 
-    @Override
-    default String getImage() {
-        throw new UnsupportedOperationException(""Out of scope for antlr current implementations"");
-    }
-
     @Override
     default void setImage(final String image) {
         throw new UnsupportedOperationException(""Out of scope for antlr current implementations"");",1,,,The getImage method is not used anywhere in the codebase. It can be removed.,deepseekcoder_pred,,,,test996_old.java,test996_new.java
,,,2,,,You should return null here instead. Null is an acceptable default value for the image attribute.,msg,,,,,
,,,3,,,Why was this removed?,codereviewer_pred,,,,,
,,,4,,,This method is not used anywhere in the codebase. It can be removed.,magicoder_pred,,,,,
,,,5,,,These methods are not needed as they are just placeholders and will be removed in future implementations.,stable_code_pred,,,,,
20610.0,8121.0,"@@ -0,0 +1,6 @@
+﻿// Copyright (c) Microsoft Corporation. All rights reserved.
+// Licensed under the MIT License. See License.txt in the project root for license information.
+
+[assembly: System.Diagnostics.CodeAnalysis.SuppressMessage(""Microsoft.Design"", ""CA1021:AvoidOutParameters"", MessageId = ""2#"", Scope = ""member"", Target = ""Microsoft.Rest.TransientFaultHandling.ShouldRetryHandler.#Invoke(System.Int32,System.Exception,System.TimeSpan&)"")]
+[assembly: System.Diagnostics.CodeAnalysis.SuppressMessage(""Microsoft.Design"", ""CA2210:AssembliesShouldHaveValidStrongNames"", Justification=""We do give it strong name and sign it when build in CI server and verify it"")]
+",1,"ParseException: Parse exception in file '/home/arnaik/code-review-test-projects/java/test8121/test8121.java' at line 3, column 1: Encountered ""["".
Was expecting one of:
    <EOF> 
    ""import"" ...",issue,Why do we need this suppression?,codereviewer_pred,,,,test8121_old.java,test8121_new.java
,,,2,,,This is a suppressing message for a code analysis tool. It's not a mistake or a mistake in the code.,deepseekcoder_pred,,,,,
,,,3,,,"I would just say ""Signed before publishing.""",msg,,,,,
,,,4,,,These suppress messages are no longer necessary given the new SDKs.,stable_code_pred,,,,,
,,,5,,,"This is a comment block, not a code change. It's a suppression of a code analysis warning. It's not a mistake or an improvement, it's just a note to the developer.",magicoder_pred,,,,,
7088.0,8513.0,"@@ -4,10 +4,15 @@ import org.slf4j.Logger;
 import org.slf4j.LoggerFactory;
 import org.slf4j.Marker;
 
+import java.util.Collections;
 import java.util.Map.Entry;
+import java.util.Set;
 import java.util.SortedMap;
 import java.util.concurrent.ScheduledExecutorService;
 import java.util.concurrent.TimeUnit;
+import java.util.function.Supplier;
+
+import static com.codahale.metrics.MetricAttribute.*;
 
 /**
  * A reporter class for logging metrics values to a SLF4J {@link Logger} periodically, similar to",1,"line 7, UnnecessaryImport:	Unused import 'java.util.Collections'",issue,"This is a good use of a Supplier, it can be used to avoid the overhead of creating the logger every time the log method is called.

```java
private final Supplier<Logger> loggerSupplier;
public Slf4jReporter(ScheduledExecutorService executor,
                     MetricRegistry registry,
                     TimeUnit rateUnit,
                     TimeUnit durationUnit,
                     Supplier<Logger> loggerSupplier) {
    this.executor = executor;
    this.registry = registry;
    this.rateUnit = rateUnit;
    this.durationUnit = durationUnit;
    this.loggerSupplier = loggerSupplier;
}
private void log(SortedMap<String, Gauge> gauges,
                 SortedMap<String, Counter> counters,
                 SortedMap<String, Histogram> histograms,
                 SortedMap<String, Meter> meters,
                 SortedMap<String, Timer> timers) {",magicoder_pred,,,,test8513_old.java,test8513_new.java
,,,2,"line 9, UnnecessaryImport:	Unused import 'java.util.Set'",issue,"This change seems to be adding a new class and imports, but it's not a significant change. It might be better to break it down into smaller changes.",deepseekcoder_pred,,,,,
,,,3,"line 13, UnnecessaryImport:	Unused import 'java.util.function.Supplier'",issue,Please don't use wildcard imports.,codereviewer_pred,,,,,
,,,4,"line 15, UnnecessaryImport:	Unused static import 'com.codahale.metrics.MetricAttribute.*'",issue,"You can use a TreeMap to store the metrics, which will automatically order them by their names.",stable_code_pred,,,,,
,,,5,,,"Please don't use star imports, in the codebase we tend to use direct imports.",msg,,,,,
5434.0,2486.0,"@@ -101,6 +101,13 @@ public class DynamoDBCertRecordStoreConnection implements CertRecordStoreConnect
     }
 
     private X509CertRecord itemToX509CertRecord(Item item) {
+        boolean clientCert;
+        try {
+            clientCert = item.getBoolean(KEY_CLIENT_CERT);
+        } catch (Exception ex) {
+            LOGGER.warn(""clientCert for item doesn't exist. Will set it to false. Item: {}"", item.toString());
+            clientCert = false;
+        }
         X509CertRecord certRecord = new X509CertRecord();
         certRecord.setProvider(item.getString(KEY_PROVIDER));
         certRecord.setInstanceId(item.getString(KEY_INSTANCE_ID));",1,"line 104, UnusedLocalVariable:	Avoid unused local variables such as 'clientCert'.",issue,This is a good place to use try-catch blocks. It will prevent the program from crashing if the key doesn't exist in the item.,deepseekcoder_pred,,,,test2486_old.java,test2486_new.java
,,,2,"line 108, GuardLogStatement:	Logger calls should be surrounded by log level guards.",issue,If clientCert attribute doesn't exist for some reason I set it to false.,msg,,,,,
,,,3,,,"please use LOGGER.warn(""clientCert for item doesn't exist. Will set it to false."", ex);",codereviewer_pred,,,,,
,,,4,,,You can use the getBooleanOrDefault method to simplify this code.,stable_code_pred,,,,,
,,,5,,,This is a bit of a strange way to handle the case where the clientCert field might not exist in the item. It's better to handle this in the getter method of the clientCert field.,magicoder_pred,,,,,
13464.0,7224.0,"@@ -48,8 +48,9 @@ public interface FileAppender<D> extends Closeable {
   long length();
 
   /**
-   * @return a list of offsets for file blocks if applicable, null otherwise. When available, this
+   * @return a list of offsets for file blocks, if applicable, null otherwise. When available, this
    * information is used for planning scan tasks whose boundaries are determined by these offsets.
+   * It is important that the returned list is sorted in ascending order.
    * Only valid after the file is closed.
    */
   default List<Long> splitOffsets() {",1,,,It is important that the returned list is sorted in ascending order.,codereviewer_pred,,,,test7224_old.java,test7224_new.java
,,,2,,,"I missed this earlier, but why does this say ""file blocks""? This should probably be ""recommended split locations"".",msg,,,,,
,,,3,,,"The default method should return a list of offsets, not null. If there are no offsets, it should return an empty list.",deepseekcoder_pred,,,,,
,,,4,,,You can use a PriorityQueue to store the offsets in a sorted order. This will make it easier to plan scan tasks.,stable_code_pred,,,,,
,,,5,,,"The default implementation should be removed if it's not used.

The method should be renamed to `getSplitOffsets` to be consistent with the naming convention.
The method should be documented to explain what it does.
The method should be made public if it's not already.
The method should be moved to a separate interface if it's not used by other classes.
The method should be removed if it's not used.
The method should be made final if it's not overridden in subclasses.
The method should be made static if it's not used on instances of the class.
The method should be made abstract if it's not overridden in subclasses.
The method should be made synchronized if it's not already.
The method should be made native if it's not used.
The method should be made strictfp if it's not used.
The method should be made transient if it's not used.
The method should be made volatile if it's not used.",magicoder_pred,,,,,
24495.0,9575.0,"@@ -127,7 +127,7 @@ public class HiveIcebergFilterFactory {
       case FLOAT:
         return leaf.getLiteral();
       case DATE:
-        return daysFromTimestamp((Timestamp) leaf.getLiteral());
+        return daysFromDate((Date) leaf.getLiteral());
       case TIMESTAMP:
         return microsFromTimestamp((Timestamp) LITERAL_FIELD.get(leaf));
       case DECIMAL:",1,,,"The method daysFromTimestamp() is not used anymore. It should be removed.

The method daysFromDate() is not used anymore. It should be removed.
The method microsFromTimestamp() is not used anymore. It should be removed.
The method getLiteral() is not used anymore. It should be removed.
The method getLiteral() is not used anymore. It",magicoder_pred,,,,test9575_old.java,test9575_new.java
,,,2,,,You can remove these now given we have an explicit check earlier in layoutCallback,stable_code_pred,,,,,
,,,3,,,I think we should check the type returned by `getLiteral` and handle that here. Then we won't need separate code for different versions.,msg,,,,,
,,,4,,,Shouldn't this be `daysFromDate`?,codereviewer_pred,,,,,
,,,5,,,The method daysFromDate() is not defined in this context. It should be defined in the class or imported from a library.,deepseekcoder_pred,,,,,
22722.0,2336.0,"@@ -549,7 +549,7 @@ public class ContainerizedDispatchManagerTest {
         this.containerizedDispatchManager.getExecutionDispatcher(this.flow1.getExecutionId()));
     thread.start();
     synchronized (thread) {
-      thread.wait();
+      thread.join();
     }
     assertThat(flow1.getStatus()).isEqualTo(Status.FAILED);
     verify(onExecutionEventListener).onExecutionEvent(this.flow1, Constants.RESTART_FLOW);",1,,,Using join() is better than wait() as it will cause the current thread to block until the other thread completes its execution.,stable_code_pred,,,,test2336_old.java,test2336_new.java
,,,2,,,"The use of wait() and notify() is not recommended in Java. It's better to use wait(), notifyAll() or a BlockingQueue.",deepseekcoder_pred,,,,,
,,,3,,,"This is a bit of a strange use of wait() and notify() in a multi-threaded environment. It's not clear why you're using wait() and notify() in this context. It's generally better to use a CountDownLatch or a BlockingQueue to synchronize threads in Java.

In this case, you could simply use a CountDownLatch to wait for the thread to finish, and then check the status of the flow.
Here's an example of how you could use a CountDownLatch:
```java
CountDownLatch latch = new CountDownLatch(1);
Thread thread = new Thread(() -> {
    // Your code here
    latch.countDown();
});
thread.start();
latch.await();
assertThat(flow1.getStatus()).isEqualTo(Status.FAILED);
```
This will ensure that the thread has finished before you check the status of the flow.",magicoder_pred,,,,,
,,,4,,,Why do we need to change this?,codereviewer_pred,,,,,
,,,5,,,I think we don't need synchronization here.,msg,,,,,
23257.0,6436.0,"@@ -95,8 +95,11 @@ public class EeaSendRawTransaction implements JsonRpcMethod {
         maybePrivacyGroup =
             privacyController.retrieveOnChainPrivacyGroup(
                 maybePrivacyGroupId.get(), enclavePublicKey);
-        if (maybePrivacyGroup.isEmpty()
-            && !privacyController.isGroupAdditionTransaction(privateTransaction)) {
+        if (maybePrivacyGroup.isEmpty()) {
+          if (!privacyController.isGroupAdditionTransaction(privateTransaction)) {
+            return new JsonRpcErrorResponse(id, JsonRpcError.ONCHAIN_PRIVACY_GROUP_DOES_NOT_EXIST);
+          }
+        } else if (!maybePrivacyGroup.get().getMembers().contains(enclavePublicKey)) {
           return new JsonRpcErrorResponse(id, JsonRpcError.ONCHAIN_PRIVACY_GROUP_DOES_NOT_EXIST);
         }
       } else { // !onchainPirvacyGroupEnabled",1,,,Shouldn't this be `!maybePrivacyGroup.get().getMembers().isEmpty()`?,codereviewer_pred,,,,test6436_old.java,test6436_new.java
,,,2,,,"This code block seems to be checking if a privacy group exists and if the sender's enclave public key is a member of that group. If the group doesn't exist and it's not a group addition transaction, it returns an error. If the group does exist but the sender's enclave public key is not a member, it returns another error. This seems to be a good implementation.",deepseekcoder_pred,,,,,
,,,3,,,I feel like this would be easier to read if we join the two if's together: `if (maybePrivacyGroup.isEmpty() && !privacyController.isGroupAdditionTransaction(privateTransaction))`,msg,,,,,
,,,4,,,"The check for `maybePrivacyGroup.isEmpty()` is unnecessary as it will return true if the group does not exist. The check for `maybePrivacyGroup.get().getMembers().contains(enclavePublicKey)` is also unnecessary as it will return false if the group does not exist.

The check for `privacyController.isGroupAdditionTransaction(privateTransaction)` is unnecessary as it will return false if the group does not exist.
The check for `onchainPirvacyGroupEnabled` is unnecessary as it is always true.
The check for `maybePrivacyGroupId.get()` is unnecessary as it will throw an exception if the group does not exist.
The",magicoder_pred,,,,,
,,,5,,,You can simplify this check by using the isGroupAdditionTransaction method.,stable_code_pred,,,,,
12320.0,5289.0,"@@ -4,11 +4,14 @@
 
 package net.sourceforge.pmd.lang.rule.properties;
 
+import java.util.Collections;
 import java.util.Enumeration;
 import java.util.Map;
 
+import net.sourceforge.pmd.EnumeratedPropertyDescriptor;
 import net.sourceforge.pmd.PropertyDescriptorFactory;
-import net.sourceforge.pmd.lang.rule.properties.factories.BasicPropertyDescriptorFactory;
+import net.sourceforge.pmd.PropertyDescriptorField;
+import net.sourceforge.pmd.util.CollectionUtil;
 
 /**
  * Defines a datatype with a set of preset values of any type as held within a",1,"line 7, UnnecessaryImport:	Unused import 'java.util.Collections'",issue,"The code is using a deprecated method `net.sourceforge.pmd.lang.rule.properties.factories.BasicPropertyDescriptorFactory`. It's recommended to use `net.sourceforge.pmd.PropertyDescriptorFactory` instead.

The `net.sourceforge.pmd.EnumeratedPropertyDescriptor` is deprecated and should be replaced with `net.sourceforge.pmd.PropertyDescriptorField`.
The `net.sourceforge.pmd.util.CollectionUtil` is deprecated and should be replaced with `java.util.Collections`.
The `java.util.Enumeration` is deprecated and should be replaced with `java.util.Iterator`.
The `java.util.Map` is deprecated and should be replaced with `java.util.Map`.
The `java.util.Collections` is deprecated and should be replaced with `java.util.Collections`.
The `java.",magicoder_pred,,,,test5289_old.java,test5289_new.java
,,,2,"line 11, UnnecessaryImport:	Unused import 'net.sourceforge.pmd.EnumeratedPropertyDescriptor'",issue,"Can we derive `Class<E>` by looking at one of the label choices, if at least one is always provided? Given these are immutable, a real-world case for an empty enumerations eludes me.",msg,,,,,
,,,3,"line 13, UnnecessaryImport:	Unused import 'net.sourceforge.pmd.PropertyDescriptorField'",issue,"The reviewer should be aware that this class is extending a class that is not in the same package. It might be better to import the class from the correct package.

Also, the class is using a method from a class that is not imported. It might be better to import the class that contains the method.
The class is using a method from a class that is not imported. It might be better to import the class that contains the method.
The class is using a method from a class that is not imported. It might be",deepseekcoder_pred,,,,,
,,,4,"line 14, UnnecessaryImport:	Unused import 'net.sourceforge.pmd.util.CollectionUtil'",issue,Why is this change needed?,codereviewer_pred,,,,,
,,,5,,,You can remove this now given we have an explicit check earlier in the code,stable_code_pred,,,,,
34280.0,3786.0,"@@ -104,12 +104,7 @@ class TypeToSparkType extends TypeUtil.SchemaVisitor<DataType> {
         throw new UnsupportedOperationException(
             ""Spark does not support time fields"");
       case TIMESTAMP:
-        Types.TimestampType timestamp = (Types.TimestampType) primitive;
-        if (timestamp.shouldAdjustToUTC()) {
-          return TimestampType$.MODULE$;
-        }
-        throw new UnsupportedOperationException(
-            ""Spark does not support timestamp without time zone fields"");
+        return TimestampType$.MODULE$;
       case STRING:
         return StringType$.MODULE$;
       case UUID:",1,,,Why remove this check?,codereviewer_pred,,,,test3786_old.java,test3786_new.java
,,,2,,,"Could we do the flag check here as well to check whether or not we have enabled the ""Handle without timezone"" flag here as well? We may be using this not on the read path (like in the migrate/snapshot code) and it would be good to catch it here as well and make sure users know what is happening.",msg,,,,,
,,,3,,,"This is a bit confusing, but it seems like the intention is to return a TimestampType$.MODULE$ for TIMESTAMP fields, but it's throwing an exception for TIMESTAMP fields that shouldAdjustToUTC(). This could be a bug in the code.

The code is trying to convert a TIMESTAMP field to a Spark TimestampType, but it's throwing an exception for TIMESTAMP fields that shouldAdjustToUTC(). This could be a bug in the code.
The code is trying to convert a STRING field to a Spark StringType, but it's throwing an exception for UUID fields. This could be a bug in the code.
The code is trying to convert a UUID field to a Spark UUIDType, but it's throwing an exception for STRING fields. This could be a bug in the code.",magicoder_pred,,,,,
,,,4,,,This code block is unnecessary given the previous if-case.,stable_code_pred,,,,,
,,,5,,,"This code seems to be checking for a specific type and then throwing an exception if it's not supported. It's not clear what the supported types are, but it's not clear what the unsupported operation is. It might be better to add a comment explaining what the unsupported operation is.",deepseekcoder_pred,,,,,
34209.0,8570.0,"@@ -78,6 +78,9 @@ public class TableProperties {
   public static final String SPLIT_OPEN_FILE_COST = ""read.split.open-file-cost"";
   public static final long SPLIT_OPEN_FILE_COST_DEFAULT = 4 * 1024 * 1024; // 4MB
 
+  public static final String SPLIT_BY_PARTITION = ""read.split.by-partition"";
+  public static final boolean SPLIT_BY_PARTITION_DEFAULT = false;
+
   public static final String PARQUET_VECTORIZATION_ENABLED = ""read.parquet.vectorization.enabled"";
   public static final boolean PARQUET_VECTORIZATION_ENABLED_DEFAULT = false;
 ",1,,,nit: `read.split.by-partition` -> `read.partition-by-partition`,codereviewer_pred,,,,test8570_old.java,test8570_new.java
,,,2,,,Why do we need this flag? can this be detected if the table is bucketed/partitioned and enabled/disabled automatically? Is this for backwards compatibility?,msg,,,,,
,,,3,,,You can remove these now given we have an explicit check earlier in the constructor,stable_code_pred,,,,,
,,,4,,,"This is a new property that might be useful, but it's not clear what it does. It would be good to add a comment explaining its purpose.",deepseekcoder_pred,,,,,
,,,5,,,This is a new property that can be used to control the splitting of files. It's not clear what the default value should be.,magicoder_pred,,,,,
12938.0,9116.0,"@@ -164,4 +164,17 @@ public class Preferences {
     public SharedPreferences getPreferences() {
         return mStorage;
     }
+
+    public static <T extends Enum<T>> T getEnumStringPref(SharedPreferences prefs, String key, T defaultEnum) {
+        String stringPref = prefs.getString(key, defaultEnum.name());
+        try {
+            return Enum.valueOf(defaultEnum.getDeclaringClass(), stringPref);
+        } catch (Exception ex) {
+            Log.w(K9.LOG_TAG, ""Unable to convert preference key ["" + key +
+                    ""] value ["" + stringPref + ""] to enum of type "" + defaultEnum.getDeclaringClass(), ex);
+
+            return defaultEnum;
+        }
+    }
+
 }",1,,,This is a good addition to the Preferences class. It allows you to get an enum value from a string stored in SharedPreferences. It also handles the case where the stored string does not match any enum value.,magicoder_pred,,,,test9116_old.java,test9116_new.java
,,,2,,,This code seems to be well written and does not have any obvious mistakes. It's a good example of how to use generics and enums in Java. The getEnumStringPref method is a good example of how to handle preferences that are stored as strings and then convert them to an enum.,deepseekcoder_pred,,,,,
,,,3,,,This is a generic method that should be part of a utility class. It's not specific to the Preferences class.,stable_code_pred,,,,,
,,,4,,,Would it make sense to log the exception as well?,codereviewer_pred,,,,,
,,,5,,,should probably just catch `IllegalArgumentException` here,msg,,,,,
40483.0,7555.0,"@@ -28,6 +28,9 @@ import org.apache.solr.common.util.StrUtils;
 public interface ShardParams {
   /** the shards to use (distributed configuration) */
   String SHARDS = ""shards"";
+
+  /** UUID of the query */
+  String QUERY_ID = ""queryID"";
   
   /** per-shard start and rows */
   String SHARDS_ROWS = ""shards.rows"";",1,,,You can remove these now given we have an explicit check earlier in layoutCallback,stable_code_pred,,,,test7555_old.java,test7555_new.java
,,,2,,,nit: `UUID` -> `UUID`,codereviewer_pred,,,,,
,,,3,,,This seems to be a new parameter that might be useful for debugging or logging purposes. It's good to have a standard for this kind of parameter.,deepseekcoder_pred,,,,,
,,,4,,,This is a new parameter that needs to be documented.,magicoder_pred,,,,,
,,,5,,,Why not `queryUUID` (and reference the same constant as in other places)?,msg,,,,,
10755.0,3068.0,"@@ -127,6 +127,7 @@ public class RepositoriesPanel extends StackPane {
         this.addButton.setText(tr(""Add""));
         this.addButton.setOnAction((ActionEvent event) -> {
             AddRepositoryDialog dialog = new AddRepositoryDialog();
+            dialog.initOwner(this.getParent().getScene().getWindow());
 
             Optional<RepositoryLocation<? extends Repository>> successResult = dialog.showAndWait();
 ",1,,,This is a good practice to follow as it ensures that the dialog is displayed in the same window as the parent component.,deepseekcoder_pred,,,,test3068_old.java,test3068_new.java
,,,2,,,Why is this needed?,codereviewer_pred,,,,,
,,,3,,,This is a good practice to set the owner of the dialog to the parent window. This will ensure that the dialog is centered on the parent window.,magicoder_pred,,,,,
,,,4,,,You can remove this check as we are already initializing the owner in the constructor.,stable_code_pred,,,,,
,,,5,,,Just asking: What does this line do? Does it add the stylesheet from the parent to the dialog?,msg,,,,,
